003002, 壶化股份, 13.45
300824, 北鼎股份, 24.33
600876, 洛阳玻璃, 17.66
300569, 天能重工, 13.79
300250, 初灵信息, 9.45
688536, 思瑞浦, 457.89
002633, 申科股份, 8.25
300419, 浩丰科技, 6.31
300415, 伊之密, 15.05
300553, 集智股份, 26.22
603112, 华翔股份, 10.22
600280, *ST中商, 2.19
300700, 岱勒新材, 17.05
688356, 键凯科技, 92.31
300580, 贝斯特, 18.33
002703, 浙江世宝, 6.60
600036, 招商银行, 51.14
300841, 康华生物, 502.50
600516, 方大炭素, 7.36
603196, 日播时尚, 5.16
300835, 龙磁科技, 47.44
300645, 正元智慧, 14.02
688160, 步科股份, 34.00
300583, 赛托生物, 20.47
002853, 皮阿诺, 23.44
002044, 美年健康, 13.85
603286, 日盈电子, 13.61
002693, 双成药业, 3.96
300828, 锐新科技, 25.00
603659, 璞泰来, 105.25
300515, 三德科技, 9.17
300163, 先锋新材, 3.23
300508, 维宏股份, 19.89
605099, 共创草坪, 27.36
688050, 爱博医疗, 177.12
603089, 正裕工业, 8.22
001914, 招商积余, 24.67
600139, 西部资源, 3.24
000007, 全新好, 3.24
688060, 云涌科技, 78.54
002982, 湘佳股份, 66.23
300640, 德艺文创, 6.50
300162, 雷曼光电, 6.00
300022, 吉峰科技, 4.00
300786, 国林科技, 21.33
000416, 民生控股, 5.02
002663, 普邦股份, 1.76
688159, 有方科技, 25.18
002379, 宏创控股, 2.77
002118, 紫鑫药业, 2.77
300870, 欧陆通, 69.77
300606, 金太阳, 17.89
603015, 弘讯科技, 6.05
002861, 瀛通通讯, 18.17
002659, 凯文教育, 4.30
000001, 平安银行, 21.00
002992, 宝明科技, 24.05
300279, 和晶科技, 5.32
002707, 众信旅游, 4.56
002614, 奥佳华, 14.70
300128, 锦富技术, 3.55
603682, 锦和商业, 7.61
300909, 汇创达, 49.73
300533, 冰川网络, 23.09
603618, 杭电股份, 6.60
003027, 同兴环保, 39.36
300822, 贝仕达克, 44.76
002740, 爱迪尔, 4.59
600395, 盘江股份, 7.66
300610, 晨化股份, 14.58
688679, 通源环境, 14.35
002888, 惠威科技, 15.12
603810, 丰山集团, 25.13
600792, 云煤能源, 3.34
603861, 白云电器, 7.97
603755, 日辰股份, 68.40
300888, 稳健医疗, 175.42
002721, 金一文化, 2.83
300061, 旗天科技, 4.13
002336, ST人乐, 4.13
601958, 金钼股份, 5.94
603100, 川仪股份, 12.66
002346, 柘中股份, 9.56
605177, 东亚药业, 33.64
002976, 瑞玛工业, 23.58
